voter_reg_num,county_desc,race,ethnicity,gender,age,voter_city,voter_state,voter_zip,voter_party_code,voted_2016,voted_2020,voted_2024
000000194549,ALEXANDER,WHITE,,M,74,TAYLORSVILLE,NC,28681,UNA,1,0,0
000000027842,ALEXANDER,WHITE,,F,48,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000210267,ALEXANDER,WHITE,,F,24,TAYLORSVILLE,NC,28681,REP,1,1,1
000000210243,ALEXANDER,WHITE,,M,26,TAYLORSVILLE,NC,28681,REP,1,1,1
000000205267,ALEXANDER,WHITE,,F,51,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000200672,ALEXANDER,WHITE,,F,43,TAYLORSVILLE,NC,28681,UNA,1,0,0
000000208583,ALEXANDER,WHITE,,M,20,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000206440,ALEXANDER,WHITE,,M,60,TAYLORSVILLE,NC,28681,UNA,1,0,0
000000199170,ALEXANDER,WHITE,,M,66,HIDDENITE,NC,28636,REP,0,0,0
000000014994,ALEXANDER,WHITE,,F,54,TAYLORSVILLE,NC,28681,REP,1,1,1
000000208564,ALEXANDER,WHITE,,M,19,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000022106,ALEXANDER,WHITE,,F,52,HIDDENITE,NC,28636,REP,1,1,1
000000203001,ALEXANDER,WHITE,,M,24,TAYLORSVILLE,NC,28681,REP,0,0,0
000000022104,ALEXANDER,WHITE,,M,52,HIDDENITE,NC,28636,REP,1,1,1
000000202338,ALEXANDER,WHITE,,F,52,HIDDENITE,NC,28636,REP,1,1,1
000000003547,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,56,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000030631,ALEXANDER,WHITE,,F,37,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000005660,ALEXANDER,WHITE,,M,51,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000203581,ALEXANDER,WHITE,,M,24,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000008635,ALEXANDER,WHITE,,M,69,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000203116,ALEXANDER,WHITE,,M,47,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000032213,ALEXANDER,WHITE,,F,88,HIDDENITE,NC,28636,UNA,0,0,0
000000003548,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,54,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000197435,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,29,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000023587,ALEXANDER,WHITE,,M,41,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000191948,ALEXANDER,WHITE,,M,70,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000194999,ALEXANDER,WHITE,,F,49,TAYLORSVILLE,NC,28681,REP,1,1,1
000000200776,ALEXANDER,WHITE,,M,70,TAYLORSVILLE,NC,28681,REP,1,1,1
000000199627,ALEXANDER,WHITE,,F,33,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000030162,ALEXANDER,WHITE,,M,73,TAYLORSVILLE,NC,28681,REP,1,1,1
000000196439,ALEXANDER,WHITE,,F,41,STONY POINT,NC,28678,REP,1,1,1
000000189185,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,85,TAYLORSVILLE,NC,28681,DEM,1,1,0
000000015991,ALEXANDER,WHITE,,F,50,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000205281,ALEXANDER,WHITE,,F,67,STONY POINT,NC,28678,DEM,0,0,0
000000190653,ALEXANDER,WHITE,,F,59,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000029144,ALEXANDER,WHITE,,F,42,HIDDENITE,NC,28636,DEM,1,1,1
000000028912,ALEXANDER,WHITE,,M,43,HIDDENITE,NC,28636,REP,1,1,1
000000190128,ALEXANDER,WHITE,,F,53,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000197759,ALEXANDER,WHITE,,F,73,HICKORY,NC,28601,REP,1,0,0
000000200204,ALEXANDER,WHITE,,F,64,TAYLORSVILLE,NC,28681,REP,1,0,0
000000196441,ALEXANDER,WHITE,,M,42,STONY POINT,NC,28678,REP,1,1,1
000000203570,ALEXANDER,WHITE,,F,47,HIDDENITE,NC,28636,REP,1,1,1
000000200777,ALEXANDER,WHITE,,F,62,TAYLORSVILLE,NC,28681,REP,1,1,1
000000015934,ALEXANDER,WHITE,,F,69,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000015935,ALEXANDER,WHITE,,M,68,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000210220,ALEXANDER,WHITE,,M,45,TAYLORSVILLE,NC,28681,REP,1,1,1
000000199975,ALEXANDER,WHITE,,F,67,HICKORY,NC,28601,UNA,0,0,0
000000032054,ALEXANDER,WHITE,,F,36,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000192248,ALEXANDER,WHITE,,F,34,STONY POINT,NC,28678,DEM,0,0,0
000000029517,ALEXANDER,WHITE,,F,51,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000032574,ALEXANDER,WHITE,,M,36,STONY POINT,NC,28678,DEM,1,1,1
000000209773,ALEXANDER,WHITE,,M,24,HIDDENITE,NC,28636,UNA,1,1,0
000000195433,ALEXANDER,WHITE,,F,31,HICKORY,NC,28601,REP,1,1,1
000000189105,ALEXANDER,WHITE,,F,44,STONY POINT,NC,28678,REP,1,1,1
000000026185,ALEXANDER,WHITE,,M,58,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000007188,ALEXANDER,WHITE,,M,66,STONY POINT,NC,28678,REP,1,1,1
000000012416,ALEXANDER,WHITE,,M,76,HIDDENITE,NC,28636,REP,1,1,0
000000210061,ALEXANDER,WHITE,,M,27,STONY POINT,NC,28678,REP,0,0,0
000000008544,ALEXANDER,WHITE,,F,60,STONY POINT,NC,28678,DEM,1,1,1
000000012418,ALEXANDER,WHITE,,M,50,STONY POINT,NC,28678,REP,1,1,1
000000003551,ALEXANDER,WHITE,,F,66,TAYLORSVILLE,NC,28681,REP,1,1,1
000000012419,ALEXANDER,WHITE,,M,74,STONY POINT,NC,28678,DEM,1,1,0
000000014686,ALEXANDER,WHITE,,M,59,TAYLORSVILLE,NC,28681,REP,1,1,1
000000001305,ALEXANDER,WHITE,,F,79,TAYLORSVILLE,NC,28681,REP,1,0,0
000000207576,ALEXANDER,WHITE,,F,23,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000206486,ALEXANDER,OTHER,,F,30,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000026951,ALEXANDER,WHITE,,F,54,TAYLORSVILLE,NC,28681,REP,1,1,1
000000015936,ALEXANDER,WHITE,,M,78,TAYLORSVILLE,NC,28681,REP,1,1,1
000000203801,ALEXANDER,WHITE,,M,57,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000026952,ALEXANDER,WHITE,,M,56,TAYLORSVILLE,NC,28681,REP,1,1,1
000000025181,ALEXANDER,WHITE,,F,60,TAYLORSVILLE,NC,28681,REP,1,1,1
000000012417,ALEXANDER,WHITE,,F,72,HIDDENITE,NC,28636,REP,1,1,1
000000208175,ALEXANDER,WHITE,,F,22,STONY POINT,NC,28678,UNA,0,0,0
000000008644,ALEXANDER,WHITE,,F,72,STONY POINT,NC,28678,UNA,1,1,1
000000210287,ALEXANDER,WHITE,,M,32,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000029056,ALEXANDER,WHITE,,M,38,STONY POINT,NC,28678,REP,1,0,0
000000011962,ALEXANDER,WHITE,,M,61,TAYLORSVILLE,NC,28681,REP,1,0,0
000000029914,ALEXANDER,WHITE,,F,79,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000008647,ALEXANDER,WHITE,,M,65,STONY POINT,NC,28678,REP,1,1,1
000000204671,ALEXANDER,WHITE,,M,31,HIDDENITE,NC,28636,REP,1,1,1
000000199166,ALEXANDER,WHITE,,M,33,TAYLORSVILLE,NC,28681,REP,1,1,1
000000201846,ALEXANDER,WHITE,,F,40,STONY POINT,NC,28678,REP,1,1,1
000000195148,ALEXANDER,WHITE,,F,32,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000012434,ALEXANDER,WHITE,,F,73,STONY POINT,NC,28678,DEM,1,1,0
000000202067,ALEXANDER,WHITE,,M,42,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000007191,ALEXANDER,WHITE,,M,75,HICKORY,NC,28601,DEM,1,1,0
000000006377,ALEXANDER,WHITE,,M,71,HIDDENITE,NC,28636,UNA,1,1,1
000000008648,ALEXANDER,WHITE,,M,70,STONY POINT,NC,28678,UNA,1,1,1
000000203753,ALEXANDER,WHITE,,F,23,HIDDENITE,NC,28636,UNA,1,1,1
000000005089,ALEXANDER,WHITE,,F,59,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000027923,ALEXANDER,WHITE,,F,55,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000003559,ALEXANDER,WHITE,,M,55,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000016539,ALEXANDER,WHITE,,M,48,TAYLORSVILLE,NC,28681,REP,1,1,1
000000189377,ALEXANDER,WHITE,,M,49,STONY POINT,NC,28678,REP,1,1,1
000000011963,ALEXANDER,WHITE,,F,59,TAYLORSVILLE,NC,28681,REP,1,0,1
000000204024,ALEXANDER,WHITE,,F,23,HIDDENITE,NC,28636,REP,1,1,1
000000003560,ALEXANDER,WHITE,,F,87,TAYLORSVILLE,NC,28681,UNA,1,0,0
000000206423,ALEXANDER,WHITE,,M,22,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000210197,ALEXANDER,OTHER,,M,35,TAYLORSVILLE,NC,28681,REP,1,0,0
000000208911,ALEXANDER,UNDESIGNATED,,M,53,HIDDENITE,NC,28636,DEM,0,0,0
000000029631,ALEXANDER,WHITE,,F,38,STONY POINT,NC,28678,REP,0,0,0
000000029786,ALEXANDER,WHITE,,F,43,HIDDENITE,NC,28636,UNA,1,1,0
000000193935,ALEXANDER,WHITE,,F,69,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000190762,ALEXANDER,WHITE,,F,84,TAYLORSVILLE,NC,28681,UNA,1,0,0
000000190217,ALEXANDER,WHITE,,M,89,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000193936,ALEXANDER,WHITE,,M,72,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000201401,ALEXANDER,WHITE,,M,70,TAYLORSVILLE,NC,28681,REP,1,0,0
000000202939,ALEXANDER,WHITE,,F,50,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000201408,ALEXANDER,WHITE,,F,70,TAYLORSVILLE,NC,28681,UNA,1,1,0
000000205302,ALEXANDER,WHITE,,M,49,TAYLORSVILLE,NC,28681,REP,1,1,1
000000022958,ALEXANDER,WHITE,,F,48,TAYLORSVILLE,NC,28681,REP,1,1,1
000000020382,ALEXANDER,WHITE,,M,64,TAYLORSVILLE,NC,28681,REP,1,1,1
000000206129,ALEXANDER,WHITE,,F,25,HIDDENITE,NC,28636,UNA,1,1,1
000000010383,ALEXANDER,WHITE,,M,63,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000014688,ALEXANDER,WHITE,,M,74,TAYLORSVILLE,NC,28681,UNA,1,1,0
000000199906,ALEXANDER,WHITE,,M,51,TAYLORSVILLE,NC,28681,REP,1,1,1
000000020383,ALEXANDER,WHITE,,F,63,TAYLORSVILLE,NC,28681,REP,1,1,1
000000207358,ALEXANDER,WHITE,,M,27,HIDDENITE,NC,28636,UNA,1,1,1
000000024998,ALEXANDER,WHITE,,F,64,TAYLORSVILLE,NC,28681,REP,1,1,1
000000010387,ALEXANDER,WHITE,,M,65,HICKORY,NC,28601,UNA,1,1,1
000000011965,ALEXANDER,WHITE,,M,70,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000210099,ALEXANDER,WHITE,,M,85,HICKORY,NC,28601,REP,1,1,0
000000009840,ALEXANDER,WHITE,,F,88,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000200044,ALEXANDER,WHITE,,F,36,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000198326,ALEXANDER,WHITE,,F,44,GRANITE FALLS,NC,28630,UNA,1,1,1
000000010395,ALEXANDER,WHITE,,M,66,HICKORY,NC,28601,REP,1,1,1
000000205789,ALEXANDER,WHITE,,M,72,HICKORY,NC,28601,DEM,1,0,0
000000205021,ALEXANDER,WHITE,,M,24,STONY POINT,NC,28678,REP,1,1,1
000000209787,ALEXANDER,WHITE,,M,32,TAYLORSVILLE,NC,28681,REP,1,0,0
000000020010,ALEXANDER,WHITE,,F,47,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000029933,ALEXANDER,WHITE,,F,37,HICKORY,NC,28601,REP,1,1,1
000000193645,ALEXANDER,WHITE,,M,32,HICKORY,NC,28601,REP,1,1,1
000000011966,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,REP,1,1,1
000000199907,ALEXANDER,WHITE,,F,42,TAYLORSVILLE,NC,28681,REP,1,1,1
000000022821,ALEXANDER,WHITE,,F,43,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000205579,ALEXANDER,WHITE,,F,32,TAYLORSVILLE,NC,28681,REP,0,0,0
000000190881,ALEXANDER,WHITE,,M,60,TAYLORSVILLE,NC,28681,UNA,1,1,0
000000210105,ALEXANDER,WHITE,,F,84,HICKORY,NC,28601,REP,1,1,0
000000007658,ALEXANDER,WHITE,,F,68,HICKORY,NC,28601,DEM,1,1,1
000000028817,ALEXANDER,WHITE,,M,39,HICKORY,NC,28601,REP,1,1,1
000000021609,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,REP,1,1,1
000000198889,ALEXANDER,WHITE,,F,71,TAYLORSVILLE,NC,28681,REP,1,1,0
000000030833,ALEXANDER,WHITE,,F,68,HICKORY,NC,28601,REP,1,1,1
000000193646,ALEXANDER,WHITE,,F,34,HICKORY,NC,28601,DEM,1,1,1
000000193618,ALEXANDER,WHITE,,F,48,TAYLORSVILLE,NC,28681,REP,1,1,0
000000005095,ALEXANDER,WHITE,,F,60,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000018173,ALEXANDER,WHITE,,F,66,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000198552,ALEXANDER,WHITE,,M,41,HICKORY,NC,28601,REP,1,1,1
000000000497,ALEXANDER,WHITE,,M,62,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000021277,ALEXANDER,WHITE,,F,80,TAYLORSVILLE,NC,28681,UNA,1,1,0
000000005096,ALEXANDER,WHITE,,M,60,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000203647,ALEXANDER,WHITE,,M,26,TAYLORSVILLE,NC,28681,REP,1,1,1
000000030964,ALEXANDER,WHITE,,F,70,HIDDENITE,NC,28636,DEM,1,1,1
000000030965,ALEXANDER,WHITE,,M,69,HIDDENITE,NC,28636,DEM,1,1,1
000000025239,ALEXANDER,WHITE,,F,59,TAYLORSVILLE,NC,28681,DEM,1,0,1
000000196025,ALEXANDER,WHITE,,M,63,HICKORY,NC,28601,DEM,1,1,1
000000026252,ALEXANDER,WHITE,,F,45,STONY POINT,NC,28678,REP,1,1,1
000000018680,ALEXANDER,WHITE,,M,69,STONY POINT,NC,28678,DEM,1,1,1
000000198602,ALEXANDER,WHITE,,M,27,TAYLORSVILLE,NC,28681,REP,1,1,1
000000001308,ALEXANDER,WHITE,,F,71,TAYLORSVILLE,NC,28681,REP,1,0,0
000000005097,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,81,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000003561,ALEXANDER,WHITE,,F,74,TAYLORSVILLE,NC,28681,REP,1,1,1
000000012413,ALEXANDER,WHITE,,F,72,STONY POINT,NC,28678,DEM,0,0,0
000000027723,ALEXANDER,WHITE,,M,40,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000207166,ALEXANDER,WHITE,,M,59,HIDDENITE,NC,28636,UNA,1,1,1
000000209880,ALEXANDER,WHITE,,F,23,TAYLORSVILLE,NC,28681,REP,1,1,1
000000012414,ALEXANDER,WHITE,,M,84,STONY POINT,NC,28678,DEM,1,0,0
000000208151,ALEXANDER,WHITE,,M,25,TAYLORSVILLE,NC,28681,REP,1,1,1
000000196828,ALEXANDER,WHITE,,F,65,TAYLORSVILLE,NC,28681,DEM,1,1,0
000000189013,ALEXANDER,WHITE,,F,36,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000001312,ALEXANDER,WHITE,,M,71,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000210225,ALEXANDER,WHITE,,M,42,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000210224,ALEXANDER,WHITE,,F,39,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000207129,ALEXANDER,WHITE,,F,57,HIDDENITE,NC,28636,UNA,1,1,1
000000016393,ALEXANDER,WHITE,,M,49,TAYLORSVILLE,NC,28681,REP,1,1,1
000000011976,ALEXANDER,WHITE,,M,76,TAYLORSVILLE,NC,28681,DEM,1,1,0
000000011977,ALEXANDER,WHITE,,F,76,TAYLORSVILLE,NC,28681,REP,1,1,0
000000203969,ALEXANDER,WHITE,,F,23,TAYLORSVILLE,NC,28681,REP,1,1,1
000000193510,ALEXANDER,WHITE,,F,42,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000207375,ALEXANDER,WHITE,,F,74,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000029384,ALEXANDER,WHITE,,F,69,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000199979,ALEXANDER,WHITE,,M,60,TAYLORSVILLE,NC,28681,REP,1,1,1
000000199976,ALEXANDER,WHITE,,F,60,TAYLORSVILLE,NC,28681,REP,1,1,1
000000196186,ALEXANDER,WHITE,,F,60,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000012469,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,57,STONY POINT,NC,28678,DEM,1,1,1
000000012440,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,71,HIDDENITE,NC,28636,DEM,1,1,1
000000006388,ALEXANDER,BLACK or AFRICAN AMERICAN,,F,75,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000202701,ALEXANDER,BLACK or AFRICAN AMERICAN,,M,25,STONY POINT,NC,28678,DEM,1,1,1
000000196290,ALEXANDER,WHITE,,M,60,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000189955,ALEXANDER,WHITE,,M,45,HIDDENITE,NC,28636,REP,1,1,0
000000194514,ALEXANDER,WHITE,,F,58,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000207353,ALEXANDER,WHITE,,F,46,HIDDENITE,NC,28636,REP,1,1,1
000000195478,ALEXANDER,WHITE,,F,70,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000193065,ALEXANDER,WHITE,,M,70,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000209143,ALEXANDER,TWO or MORE RACES,,M,24,TAYLORSVILLE,NC,28681,UNA,0,0,0
000000199735,ALEXANDER,WHITE,,F,67,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000004358,ALEXANDER,WHITE,,F,57,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000009847,ALEXANDER,WHITE,,F,86,TAYLORSVILLE,NC,28681,REP,1,0,0
000000206070,ALEXANDER,WHITE,,F,34,TAYLORSVILLE,NC,28681,REP,0,0,0
000000199805,ALEXANDER,WHITE,,F,62,HICKORY,NC,28601,UNA,1,1,1
000000189018,ALEXANDER,WHITE,,F,65,HICKORY,NC,28601,REP,0,0,0
000000197183,ALEXANDER,WHITE,,M,35,HICKORY,NC,28601,REP,0,0,0
000000199662,ALEXANDER,WHITE,,U,62,HICKORY,NC,28601,REP,1,1,1
000000193016,ALEXANDER,WHITE,,M,45,TAYLORSVILLE,NC,28681,REP,1,0,0
000000188905,ALEXANDER,WHITE,,M,65,HICKORY,NC,28601,REP,0,0,0
000000197287,ALEXANDER,WHITE,,M,37,TAYLORSVILLE,NC,28681,REP,1,1,1
000000207273,ALEXANDER,WHITE,,M,65,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000206253,ALEXANDER,WHITE,,F,65,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000209695,ALEXANDER,WHITE,,F,70,TAYLORSVILLE,NC,28681,DEM,0,0,0
000000208972,ALEXANDER,WHITE,,F,47,HICKORY,NC,28601,UNA,0,0,0
000000198246,ALEXANDER,WHITE,,M,61,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000200826,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000198060,ALEXANDER,WHITE,,M,44,TAYLORSVILLE,NC,28681,REP,1,1,1
000000198059,ALEXANDER,WHITE,,F,43,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000200645,ALEXANDER,WHITE,,M,73,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000200644,ALEXANDER,WHITE,,F,70,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000196548,ALEXANDER,WHITE,,F,32,TAYLORSVILLE,NC,28681,DEM,1,1,0
000000012408,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000003565,ALEXANDER,WHITE,,M,87,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000030624,ALEXANDER,WHITE,,M,38,TAYLORSVILLE,NC,28681,REP,1,1,1
000000005100,ALEXANDER,WHITE,,F,58,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000026981,ALEXANDER,WHITE,,M,41,TAYLORSVILLE,NC,28681,REP,1,1,1
000000210172,ALEXANDER,WHITE,,F,22,TAYLORSVILLE,NC,28681,REP,1,1,1
000000207046,ALEXANDER,WHITE,,F,26,TAYLORSVILLE,NC,28681,REP,1,1,1
000000201903,ALEXANDER,WHITE,,M,27,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000194787,ALEXANDER,WHITE,,M,77,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000192834,ALEXANDER,WHITE,,F,34,TAYLORSVILLE,NC,28681,REP,1,1,1
000000209100,ALEXANDER,WHITE,,F,46,TAYLORSVILLE,NC,28681,REP,1,1,1
000000209043,ALEXANDER,WHITE,,M,48,TAYLORSVILLE,NC,28681,REP,1,1,1
000000032364,ALEXANDER,WHITE,,M,47,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000209585,ALEXANDER,WHITE,,F,43,HIDDENITE,NC,28636,DEM,1,1,1
000000011978,ALEXANDER,WHITE,,M,59,TAYLORSVILLE,NC,28681,REP,1,1,1
000000205942,ALEXANDER,WHITE,,F,26,TAYLORSVILLE,NC,28681,REP,1,1,1
000000197738,ALEXANDER,WHITE,,M,28,TAYLORSVILLE,NC,28681,REP,1,1,1
000000011979,ALEXANDER,WHITE,,F,58,TAYLORSVILLE,NC,28681,REP,1,1,1
000000028981,ALEXANDER,WHITE,,F,60,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000192200,ALEXANDER,WHITE,,M,58,TAYLORSVILLE,NC,28681,REP,1,1,0
000000001319,ALEXANDER,WHITE,,F,67,HIDDENITE,NC,28636,DEM,1,1,1
000000006392,ALEXANDER,WHITE,,M,62,HIDDENITE,NC,28636,UNA,1,1,1
000000207775,ALEXANDER,WHITE,,M,35,TAYLORSVILLE,NC,28681,REP,1,1,1
000000001318,ALEXANDER,WHITE,,F,65,TAYLORSVILLE,NC,28681,DEM,1,0,0
000000200009,ALEXANDER,WHITE,,M,36,HIDDENITE,NC,28636,UNA,1,1,1
000000002221,ALEXANDER,WHITE,,M,59,TAYLORSVILLE,NC,28681,REP,1,1,1
000000207708,ALEXANDER,WHITE,,M,33,STONY POINT,NC,28678,REP,1,1,1
000000192310,ALEXANDER,WHITE,,F,40,HIDDENITE,NC,28636,REP,1,1,1
000000204057,ALEXANDER,WHITE,,F,32,TAYLORSVILLE,NC,28681,REP,1,1,1
000000022242,ALEXANDER,WHITE,,F,54,TAYLORSVILLE,NC,28681,REP,1,1,1
000000208371,ALEXANDER,WHITE,,F,19,TAYLORSVILLE,NC,28681,REP,1,1,1
000000198395,ALEXANDER,WHITE,,M,28,TAYLORSVILLE,NC,28681,REP,0,0,0
000000014691,ALEXANDER,WHITE,,M,59,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000197832,ALEXANDER,WHITE,,F,39,TAYLORSVILLE,NC,28681,REP,1,0,0
000000208161,ALEXANDER,WHITE,,M,20,TAYLORSVILLE,NC,28681,REP,1,1,1
000000020220,ALEXANDER,WHITE,,M,46,TAYLORSVILLE,NC,28681,REP,1,1,1
000000006395,ALEXANDER,WHITE,,M,68,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000017377,ALEXANDER,WHITE,,M,48,STONY POINT,NC,28678,REP,1,1,1
000000008659,ALEXANDER,WHITE,,M,59,STONY POINT,NC,28678,REP,1,1,1
000000196790,ALEXANDER,WHITE,,F,29,STONY POINT,NC,28678,UNA,1,1,1
000000204710,ALEXANDER,WHITE,,F,25,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000198700,ALEXANDER,WHITE,,M,27,TAYLORSVILLE,NC,28681,REP,1,1,1
000000016529,ALEXANDER,WHITE,,F,47,TAYLORSVILLE,NC,28681,REP,1,1,1
000000021918,ALEXANDER,WHITE,,F,69,TAYLORSVILLE,NC,28681,REP,1,1,0
000000000505,ALEXANDER,WHITE,,M,69,TAYLORSVILLE,NC,28681,REP,1,1,1
000000019674,ALEXANDER,WHITE,,F,45,TAYLORSVILLE,NC,28681,REP,1,1,1
000000023064,ALEXANDER,WHITE,,M,42,TAYLORSVILLE,NC,28681,REP,1,1,1
000000006397,ALEXANDER,WHITE,,M,58,TAYLORSVILLE,NC,28681,REP,1,1,1
000000006022,ALEXANDER,WHITE,,F,64,STONY POINT,NC,28678,REP,1,1,1
000000002225,ALEXANDER,WHITE,,F,70,TAYLORSVILLE,NC,28681,REP,1,1,1
000000016347,ALEXANDER,WHITE,,M,81,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000021761,ALEXANDER,WHITE,,F,57,TAYLORSVILLE,NC,28681,REP,1,1,1
000000006398,ALEXANDER,WHITE,,F,89,HIDDENITE,NC,28636,DEM,1,1,0
000000016323,ALEXANDER,WHITE,,F,71,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000002226,ALEXANDER,WHITE,,M,78,TAYLORSVILLE,NC,28681,DEM,1,1,1
000000028144,ALEXANDER,WHITE,,M,43,TAYLORSVILLE,NC,28681,REP,1,1,1
000000194179,ALEXANDER,WHITE,,M,70,HICKORY,NC,28601,UNA,1,1,1
000000194823,ALEXANDER,WHITE,,F,69,HICKORY,NC,28601,UNA,1,1,1
000000209602,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,REP,1,1,0
000000195731,ALEXANDER,WHITE,,F,66,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000195662,ALEXANDER,WHITE,,M,65,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000202131,ALEXANDER,WHITE,,F,28,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000190425,ALEXANDER,WHITE,,F,61,TAYLORSVILLE,NC,28681,UNA,1,1,1
000000194503,ALEXANDER,WHITE,,M,53,HIDDENITE,NC,28636,REP,1,1,1
000000190132,ALEXANDER,WHITE,,M,50,TAYLORSVILLE,NC,28681,REP,1,1,1
000000209655,ALEXANDER,WHITE,,M,69,TAYLORSVILLE,NC,28681,REP,1,1,1
000000030818,ALEXANDER,WHITE,,F,37,TAYLORSVILLE,NC,28681,REP,1,1,1
000000210081,ALEXANDER,WHITE,,M,29,TAYLORSVILLE,NC,28681,REP,1,1,1
